count	token	vocab	dist	context
10	자사	자수	1	 야금야금 부자되기. 야금야금 지갑 채우기. 자사 모으기 요런 느낌이라서 26년 신년운세 1탄
10	입술	임술	1	고 하니 잘못 걸리면 안 되겠죠 3 주름만은 입술 세로로 된 주름이 입술에 많은 남자는 성욕이
10	일산	일간	1	냥 동네에 가까운 어, 산 같은데 만약에 뭐 일산 지역 사시는 분들 파주에 뭐 심학산 이런데 
10	유합	육합	1	수 없어 우리 이제 앞으로 빵으로 사는 거야 유합을 만나면 서로 자 용을 일으켜서 서로를 바꿔요
10	양인산	양인살	1	타나게 됩니다 그리고 이번 영상에서 음일간의 양인산은 어떤게 있는지도 말씀을 드릴 거예요 근데 은
10	애살	해살	1	하시는 거라든지 되게 디테일하게 그니까 되게 애살 있게 하시겠다는 생각이 드네요, 저는. >>
10	악마	역마	1	  어 말이 가장 매력 있는 악마의 스타성을 가진 사주 아세요? >> 아니요. 
10	수출	투출	1	 시도를 해 보면서 해외 음 한국의이 계장을 수출을 할 겁니다. 해외 예 수출을 무조건 할 거예
10	수인성	무인성	1	 관성이 너무 세다라는 건데 당연한 얘기지만 수인성으로 쓰는게 맞겠고 이때 수기운이 너무 왕하게 되
10	수국화	수극화	1	화랑 이렇게 부딪히죠. 이거 전개충이 아니라 수국화잖아요. 그러면 이분이 어떤 자격, 능력 이걸 바탕
10	사줍	사주	1	그저 크기를 좀 드리겠습니다 4 대단히 추운 사줍니다 4 축 어레 자식의 태어났다고 가정을 해 볼
10	비건	비견	1	  우리 제일 먼저 흔하게 말하는 거 바로 비건 비견 겁재가 많은 사주인데 만세력에서이 비견
10	변신	병신	1	터 사주분석 하이틴 컨셉의 스파이시로 이미지 변신에 성공한 에스파 카리나와 윈터 과연 사주는 어
10	배워가	배우자	2	것은 나의 생각이고요 이것을 통해서 무언가를 배워가는 것도 나의 몫이 예요 바라보는 것은요 천간과
10	배우거	배우자	2	것보다 잘 쓰는게 더 중요해. 새로운 기술을 배우거나 궁금한 분야의 강의를 듣는 것처럼 나를 위한
10	방하	방합	1	고 방합의 대한 무엇을 공부하는 건가네 방금 방하 삼합이라고 하고 업하면서 방이라고 그래서 약
10	바지	사지	1	이다라고 느낄 수 있는 색깔을 입으라고 해서 바지는 좀 찐 초록인데 형광색 신발을 신었지. 아 
10	미소	미토	1	기 의료야. 오직 답진. 때묻지 않은 순수한 미소로 [음악] 첫인상 선택에서 몰를 받을 수 있다
10	때운	대운	1	마다 되게 안 좋은 일이 생겼더라 근데 다음 때운이 임인 대운이가 그렇다고 무조건 안 좋다라고 
10	도하	도화	1	을 보니까 완전 도아사 관상인 거예요. 목에 도하는 묘목이잖아요. 그래서 저는 아 이분이 사주팔
10	관사	관살	1	 귀문 간사를 가졌다고 말하는데요 이 귀 뭐 관사를 가진 사람들은 영적 세계를 이어주는 매개체가
10	관도	관대	1	나타내는 것이 금이 사람이 성향은 뭐겠습니까 관도 있고 인도 또렷하게 있으니까 관 으로 인해서
10	공합	궁합	1	 아닐까? 여러분도 AI 점집에서 나랑 내체 공합을 한번 보시면 재밌을 것 같아요. [음악] 
10	경극	경금	1	 그런데 기진 벤츠는 없잖아요 자 그 다음에 경극 능력 힘 그리고 술도 그러니까 경향 일주와 
10	겁쟁	겁재	1	 되면 요 네 그렇기 때문에 남자분들은 이제 겁쟁이 들어왔을 때 조금 조심하시는 게 좋구요 아 
10	개사	계사	1	외에 개술관들 중에 사주팔자의 개미, 계축, 개사 이런 분들 같은 경우에도 수기운이 부족한 인
10	감자	갑자	1	하는 느낌이기 [음악] 때문에 그래서 무토를 감자라고 부르는 말들이 되게 많거든요. 그래서 그냥 
10	간성	관성	1	내 완 관성 입니다 관 성우는 해파리 많아요 간성 은 보통 가며 치는 기온이라고 가지고 고통은
10	간목	갑목	1	냐면 제 운세 영상 보면은 다른 일간들은 팀 간목, 팀 경금, 뭐 병화 일간 화이팅 임수 막 
9	황제	형제	1	를 잘하면 이제 막 아름답고 좀 잔인한 그런 황제가 되긴 할 텐데 광요상 생존이 좀 낫다. 
9	홍연	홍염	1	 오늘 언급되지 않은 일주분들 같은 경우에는 홍연 멤버십 참고해 주시면 제가 자세히 말씀드렸으
9	해탈	해살	1	 진짜 노답인 거예요. 무술의 이해심은 약간 해탈에 가까워요. 나는 너를 믿는 것이 [음악] 아
9	팔지	팔자	1	있다면 그 일을 일어날 때까지 절대 한 눈은 팔지 않아. 신체적 고통까지 감내해내는 독한 정식
9	팔제	팔자	1	된 말로 외모 정병이라고 얘기를 했는데 화주 팔제 화나 목이나 또는 수가 강하신 분들 같은 경
9	치사	기사	1	가 있는 분들 같은 경우에는 역마살이 아니라 치사를 당한다 볼 수 있어요 근데 여기서 제가 여러
9	지성	재성	1	려우시거나 두려우신 분들 같은 경우에는 집단 지성을 이용하세요. 그 집단 지성이 여러분들에게 1
9	주성	재성	1	마무리 지으려고 하거든요. 자미 주수도 14 주성이라 해 가지고 14 가지 캐릭터가 있는데 모든 
9	정했	정해	1	에 내가 2025년에 나아갈 바를 어느 정도 정했을 거예요. 그래서 3월에 3월에 어느 정도 그
9	정지	정재	1	가깝다라고 볼 수도 있어요 자 그런데 현주와 정지에 대한 오해가 좀 있어요 그래서 현재와 정재 
9	정세	정사	1	기 때문에 저는 이렇게 위기일수록 내가 세계 정세에 밝다면 오히려 기회로 쓸 수 있다 대한민국이
9	정서	정사	1	리고 싶고 이번 달 한 정으로 여러분들이 좀 정서에 안 좋은 거는 좀 안 보시면 좋을 것 같아요
9	전인	정인	1	은 >> 어 저 요즘 너무 힘든데 어떡하죠? 전인 언제 생겨요? 이런 질문은 좋지 않아요. 일
9	재운	대운	1	 편입니다 신금일간 자영업자 말씀드리겠습니다 재운이 좋음으로 창업에 유리한 해로서 재물이 넉넉한
9	잠수	자수	1	요 구속되는 것을 몹시 싫어해서 연락을 끊고 잠수를 타버리는 등 돌발행동을 벌일 수 있으니 주의
9	일비	일지	1	 달은 조금 넓게 가져가는 것이 중요하다. 1일비 하지 않는 투자를 하는 것이 중요하고 두 번
9	이인성	무인성	2	대가 목표를 향해 달려간다 말씀드렸잖아요 왜 이인성 먹은 내가 정말 하고 싶었던 뭐 관심이 있는
9	은세	운세	1	해. 이 색가 아니라면 프로필 링크에서 2월 은세를 무료로 볼 수 있으니까 한번 확인해 봐. Y
9	은사	을사	1	테니까 다른 사람들도 프로필 링크에서별 신념 은사를 볼 수 있으니 한번 확인해 
9	육금	유금	1	는 것도 나쁘지 않을까 하는게 제가 바라보는 육금 도화를 가진 분들에 대한 약간 조언이고 이미
9	온세	운세	1	어떤 운이 들어오냐고? 프로필 링크에서 띠별 온세를 무료로 볼 수 있으니까 한번 확인하고 
9	엔진	원진	1	신 음양이 똑같으니까 보통은 달러 봅니다 어 엔진을 아시겠죠 아 내가 여자요 근데 딸이면 딸도 
9	시피	시지	1	토 라는 것은 동토 입니다 여러분들 하시겠다 시피 이제 겨울도 양이죠 생명을 앗아가는 토해요 
9	시중	시주	1	기둥은 위와 같은 의미를 갖고 있어. 여기서 시중은 개인의 주체성과 행동력이 중요한 현대 시대에
9	술통	술토	1	. 내물건 이건 이거니까 건드리지 마. 그럼 술통 어 그래 건드리지 않는다. 룰 오케이 이렇게
9	술로	술토	1	로 친구다 생각하면서 하는 거지 우리나 나랑 술로 되게 좋아하더라 나보 나랑 술로 나가라 아니
9	수인	무인	1	성이 무엇인지 [음악] 알 수 있어. 재성이 수인 사람들은 돈을 잘 믿지 않아. 돈은 다른 일
9	소금	토금	1	잖아요 긴장이 없는 거야 그래서 서울 이렇게 소금만 있고 돌아다녀도 가슴이 뛰지를 않아 시들해지
9	사자	사주	1	던 일을 속편하게 마무리하고 새출발을 합니다 사자 자리 놀라운 아이디어로 큰 성과를 얻게 돼요
9	부토	무토	1	들이 그다음 스텝을 미리 준비하시면 좋아요. 부토와 기토 일간은 25년부터 27년까지 성장을 하
9	배우셔	배우자	2	팔자 있는 분들이라면 공부를 하시고 남들한테 배우셔서 그 스킬을 내 꼴로 잘 승화시킬 때 쓰신 상
9	미트	미토	1	내 기질도 네. 근데 충미충까지 하게 되고이 미트가 다 식신이잖아요. 그러면은 아무래도 어 내 
9	미로	미토	1	 그래서 축미 충이란 말도 있죠 7월에 오는 미로 인한 충미 충은 엄밀이 말에 충은 아닙니다 
9	명리하	명리학	1	 아니에요. 그냥이 유튜브 채널을 통해서 왜 명리하는 사람들이 다 인생이 행복해 가지고 하는 사람
9	당합	방합	1	의 관점에서이 사주도 금이라는 기운은 관성에 당합니다 그럼 관성이라는 것이 뭐다 내가 회사에서 일
9	노후	조후	1	로 태어난 시간이야. 사주에서 시간은 자녀와 노후를 의미하는 중요한 부분이라고. 단 몇 분 차이
9	기주	시주	1	 즉 동성을 의미하기도 합니다 그러면 외적인 기주 봤으니까 비염 겁재가 어떤걸 의미하는지 한번
9	기에	기유	1	의 사주의 복선 비니 있는지 궁금하시죠 복선 기에는 일간이 감옥에 경우 지지의 인목 있을 때 이
9	기고	기토	1	 사람들이 인간 관계에서 굉장히 칼같고 기면 기고 아니면 아니다. 이런게 굉장히 명확한 분들이
9	괴가	괴강	1	 아세요? >> 네. 기유가 이제 여덟 여덟 괴가 있으면은 두 번째 거에 이제 기유가 있는 거
9	공인	경인	1	 있는데 그게 밖으로 나오지를 못하고 이렇게 공인이 되어 있는 느낌. 그래서이 화살이 잘 발현되
9	경주	경자	1	 중요하다는 생각이 들고 특히 감옥 일간들은 경주 사비 같은 것들 쓰긴 싫지만 그래도 써야 하
9	경근	경금	1	우리 K소루 님이 다시 남겨 주셨는데 어깨가 경근만 하네. 이게 뭐냐면 사축팔자 보다 보면 시천
9	겁지	겁재	1	안 되는 것도 여러 가지 할 수 있는데 비형 겁지 원이 또 돈을 쓰는 거 했잖아요 그래서 돈을
9	갭인	갑인	1	 참고해서 들어보셔도 괜찮습니다 .  첫째, 갭인 데이(Gap-in day) 항목입니다.  갭
9	강인	경인	1	남성을 상징하거든요. 그러다 보니까 조금 더 강인하고 때로는 터프하고 좀 더 묵직한 모습을 보이는
9	갑지	갑진	1	옮길 거 같아요. 그랬을 때 어 8월이 되게 갑지고 의미가 있고 잘 보낼 수 있으니 한번 어 시
9	각오	갑오	1	안을 써서 말 안장 위에 올라탄다는 뜻이야. 각오에 말 안장 위에 올라탈 수 있는 사람은 신분과
9	가해	계해	1	릴 수 있을 것 같아요 자 오늘 영상 재밌게 가해서 감사하구요 저는 도와 버렸습니다 여러 은 모
8	해달	해살	1	2405 v16 1 많은 분들이 파묘 리뷰를 해달라고 하셨어요 00002405 - 00002620
8	편입	편인	1	들께서 얘기하시는 거는 아마 그쯤에서는 한때 편입을 준비하고 있지 않을까 싶네요. >> 음. >
8	편광	편관	1	 거에요 자 그렇기 때문에 딸을 치는 글자인 편광 과 공간 중에서도 흠 간 이란 글자가 정강이
8	차수	자수	1	가 들어가 있어요 결과론적으로 말씀드리면 이 차수 팔자에 토가 많은 사람들은 특징 2 가족과 
8	지제	지지	1	그러니까 좀 반 드렸죠 원래는 첨가 기준으로 지제 어떤 글자가 있냐 를 보는데 얘는 반대로 월
8	지실	지살	1	지 아시는 분들은 향후 몇 년간은 큰 대박을 지실 거고 어느 한 순간에 내가 될 줄 모른다라는
8	지신	기신	1	  이렇게 마주보는 시비 지신들의 직진해 만나는 합입니다 합은 일단 합하는 순
8	종재격	정재격	1	그렇게 나쁠 거 없는데 내가 재성을 따라가는 종재격이 아니다. 아, 그리고 일간이 좀 힘을 받아야
8	정진	정인	1	각이 되게 많았거든요. 사실 >> 거기 운명 정진 49 나가게 된 것도 이제 저는 사실 제 신
8	정신력	정인격	2	있는 사람들이 때를 기다릴 수 있는 인내심과 정신력이 있어요. 그 오히려 존버해서 승리하는 타입은
8	정대	정재	1	 수 있거든요. 그러니까 좀 중립적으로 금명 정대하고 뭐 너도 이해하고 너도 해 이렇게 좀 가는게
8	자서	자수	1	예요. >> 아, 네. 죄송합니다. 돈을 못 자서 방금 커피 먹어서 그런 거. [웃음] 기본적
8	자무	자수	1	 있겠어요 뭐 예시를 한번 들어가봐 드릴께요 자무 1주 라고 가정해 보겠습니다 그리고 경오 월
8	인묘	신묘	1	고 다른 하나는 아 일어나기 싫다. 그래서이 인묘 진시에 태어나신 분들이 생각이 많은데 밤에 
8	이간	일간	1	라 볼 수도 있습니다. 관련해서 제가 준비한 이간은 병화와 정화의 관문들이에요. 제가 작년 11
8	응해	을해	1	중감을 느낄 것이고 어 순히 그 A의 의도에 응해 주겠죠. 그리고 A한테 도움이 될 겁니다. 
8	음해	을해	1	이 정말 많은데 그게 아니란 거죠 그래서 6 음해 태어나신 분들은 이렇게 옆에 있으면 은 내가
8	음인	임인	1	이어도 돼 어 난 그게 좋아 어 그리고 약간 음인 애들은 음을 좀 더 좋아하는 경향성이 있어 
8	음목	을목	1	합쳐져서 꼼수로는 아무도 읽길 사람이 없어. 음목을 적으로 두지 않게 조심해. 어때? 잘 맞는 
8	은유	을유	1	 파탄 매력을 그대로 가지고 있다라고 한다면 은유 금은 좀 약간 성숙한 매력이 있습니다 자수와
8	유음	유금	1	어지는 진토와 예리한 판단력과 통찰력을 가진 유음은 큰일을 도모하기 좋아요 사신합 사화와 신금 
8	영리	명리	1	준이라는게 구체적으로 맞춘다는 건데 그 사실 영리를 잘 보는 사람이라면 가능하겠지만 거기에만 집
8	안성	인성	1	씀드렸죠 제가 방금 말씀드렸던 사주팔자의 그 안성 이라는 것이 이 사실 팔자에 넌 10 10 
8	신음	신금	1	복음은 있니다 복음은 한자로 직역하면 엎드려 신음 한다는 의미인데요 복음을 사주적 푼다면 나의
8	신궁	신강	1	한게 정호 님은 인생에 잠미 두 수에는 이제 신궁이 아는게 있어요 신궁이 뭐냐면은 약간 20대 
8	신검	신금	1	. 임수일간 여러분들 파이팅. 다음은 신금. 신검 신금일간에게 5월 달의 무기는 어떤 나의 꾸
8	식시	식신	1	 쉽게 확인할 수 있으니까 바로 가서 보고. 식시는 한신과 애정을 듯해. 그래서 식상이 없으면 
8	선해	신해	1	> 그래서 이제 저희가 또 산내에서 또 한번 선해서 풀어드린 적은 있죠. >> 음. 음. 그리고
8	상향	상형	1	수 있다라는 것도 포인트가 될 수 있습니다. 상향 연애가 가능하다라 볼 수도 있고요. 대신 이
8	사치	사지	1	까 한번 확인해 봐. 만약 풍염살이 있었다면 사치 하나만큼은 꼭 주의해야 해. 버는 것만큼 모
8	사죠	사주	1	요. 여러분 같이 예뻐지자고요. 이런 얘기를 사죠, 유튜브에서. 자, 그다음 댓글 어떤게 있냐
8	사사	상사	1	지금 모양도 얼추 비슷해요. 묘 끼고 있죠. 사사 끼고 있고 신신 끼고 있죠. >> 되게 비슷
8	묘이	묘지	1	식과 좀 태도가 유연하다라 볼 수도 있고요. 묘이 편인 분들은 정화해 간인데 정묘 일주가 남들
8	묘술	무술	1	 싶습니다 무슨 말씀인지 아시겠죠 세 번째로 묘술 합입니다 묘는 토끼를 의미하고 술은 개를 의
8	목회	목화	1	 굉장해 왔어 바뀌 거든요 그런데 그 관계가 목회 안내 주변 친구 학교 친구 동기 뭐해서 동료
8	명래	명리	1	제가 유명해지고 싶어서도 아니고요 우리 초코 명래 선생님은 더더 군다는 아니시고 그분은 이미 
8	내성	재성	1	 수 있는 이유가 인내심이 좋고 고통에 대한 내성이 굉장히 강해요. 아파도 아프다 소리를 잘 안
8	기이	기유	1	서는 기업체의 임직원이 될 수 있습니다 천열 기이 어떤 자리에 있든지간에 다 회담하는 건가요네
8	기교	기묘	1	요 그래서 식신 아고 상관 중에서 상관이 더 기교가 넘쳐요 그래서 사주에 상관이 있으면서 이제 
8	금술	금수	1	자리에 성생활이 떠나는 것은 그만큼 배우자와 금술이 좋다라고 볼 수도 있고 기본적으로 이성관계나
8	과신	기신	1	같은 경우에는 너무 지나친 자기 확신, 자기 과신 플러스 남들의 눈치나 또는 남들의 기준 이런
8	고해	계해	1	자기방어 두고 될 수밖에 없다 됩니다 인생은 고해 라고 하죠 고통의 바다라고 그러니까 힘들 일
8	겁자	갑자	1	이 들어오기 때문인데요 법살은 한자로 강탈할 겁자를 써서 무언가를 뺏고 뺏기는 분쟁을 의미하는 
8	걸지	절지	1	.  어쩌면 당신은 잘못된 사람들을 좋아했던 걸지도 몰라요.  그런데 당신은 왜 그들을 좋아했나
8	개신	기신	1	니다. 이때는 전반적으로 사주팔자의 금이 두 개신 분들 또는 목이 두 개신 분들 다 나쁘지 않
8	갑수	갑술	1	를 의미하고 요 예를 한번 들어 볼까요 내가 갑수 릿지 인데 멀지 에 이 거 기 었다 그러면은
7	흉살	형살	1	그렇고 천득 기인도 마찬가지지만 사주에 나쁜 흉살이 있을 경우에 흉살을 길로 바꾸는 작용을 합니
7	환급금	화극금	2	 인생이지만 다치지 않게 보호해 주는 거에요 환급금은 하는 와중에서 그러니까 이준을 작업이 들어간
7	지질	지지	1	 좀 9시까지 갑자기 다니니까 첨가는 6가지 지질 가질 수 있죠 쉽고 파괴는 60 할 때는 그
7	정희	정해	1	이제 뭐 개보다 이제 그런 뜻은 아니고요 아 정희는 이제 나한테 맞는 옷이 거는데 편인은 내가 
7	점유	정유	1	밑에 배경 겁재 식신상과 현재 정류장과 편인 점유 여기까지 글자가 있죠 요거 10성이라고 합니
7	장미	정미	1	의 맞춤 행운식물은 무엇일까요 천칭자리 팬지 장미 다채로운 세계 화려한 꽃이 좋아요 집을 보호
7	자평	자형	1	가 뭐 여러가지가 있겠죠 그 유명한 모여 내 자평 뭐 유명한 그 명리학 저들이 많이 있습니다 
7	자명	자형	1	되면 뭐 사주팔자가 뭐가 필요합니까 4 주의 자명 돼서 4 그래서 일 주 론 에 대한 아픈 기
7	임하	임자	1	이 토라는게 사실은 사주팔자로 봤을 때 땅을 임하는 부분도 있거든요. 그래서 이때는 부동산 투자
7	임에	임오	1	 드릴게요 첫번째로 위한 법제 있는가 자신의 임에는 글자 입니다 그래서 나 자신만이 할 수 있는
7	임도	임오	1	뭐 드릴 도원도 사실 별로 없어요 제가 하도 임도 잘생기고 예쁘다 그랬더니 지난 영상에서 어떤
7	인진	임진	1	런 특징 있는 부분이 있다 보니까 특히 올해 인진 사주팔자의 수가 약한 분들 또는 일지의 술토
7	이살	지살	1	 바로 확인할 수 있어. 정말 쉽지? 하지만 이살이 있으면 고집이 세고 자기 주장이 강할 수 있
7	원운	월운	1	 더 나아가서는 신장 신장이 있는데요 이렇게 원운으로 드러난다고 여러분들 뭐 신장 이런 것까지 조
7	용산	용신	1	저는 막 그런 건 줄 알았어요. 예를 들어서 용산을 가운데 치면은 동쪽으로 가라. 성수로 이런 
7	예금	유금	1	교보문고가 가지고 책 진득하게 읽으면서 은행 예금 적금 이런 거 하지 말고 내 평생에 시테크 
7	영신	용신	1	한 성분에 도움을 주는 기운을 의미해요 저는 영신의 목표가 없어요라고 하시는 분들은 프로필 링크
7	영살	형살	1	 상황이라면은 술미형살은 신금이 깨지고 축술 영살은 정화가 깨진다라는 겁니다. 그럼 이것을 통해
7	염자	임자	1	이 있대. 홍염살은 한자로 붉굴, 호, 고일 염자를 써서 아름답고 매력적인 기운을 뜻해 흔히 알
7	실사	신사	1	천축 처럼 사주입니다 아 이번시간은 요 12 실사 일이라고 해서 12실 쌀이 뭔가 는요 여러분
7	실금	신금	1	기가 좀 힘든데 한 겨울 [웃음] 어 수없는 실금 신금일간이라면 아까 제가 말씀드렸던 어떤 호
7	신어	신유	1	럼 대단히 뜨거운 거에요 여기가 많은 거예요 신어 렙 영화다 월 찌를 일어 쓰니까 신령 있으므
7	신시	신미	1	 하는 사람이야. 응. >> 전혀. [음악] 신시 유시 술씨 빡빡하게 사는 걸 즐기는 사람들이
7	신세	신사	1	데요 재물운이 빠져나가고 심하면 가족이 병원 신세를 간다고 하니 조심해야겠죠 2위 악기 손으로 
7	식생	식상	1	면 겉으로 드러나지 않으면 안 되거든요 근데 식생이나 상관은 발산을 의미하니까 식생이나 상관이 있
7	시즈	시주	1	는 질문 이었어요 사주팔자에 목가 화가 많은 시즈 색깔로 봤을 때 최 복 색감 빨간색이 많으신
7	시죠	시주	1	 사람 되세요 현영 아 여러분들의 제인 보기 시죠 으 으 으 [음악] 
7	세훈	세운	1	이 운명이에요 유명인 중 유재석 김태리 엑소 세훈 등이 토의 기운이 많은 사주에 해당한답니다 
7	상항	상형	1	 하시는 것이 어떻게 보면 여러분들에게 갈등 상항에 있어 가지고 중요하다. 특히이 문장은 여러분
7	사죄	사주	1	 많아졌습니다. [콧방귀] 그 전부 다 뭔가 사죄, 사과였어요. [한숨] 왜냐면 나는 새롭게 
7	빼지	태지	1	 말을 하거나 할 때가 있을 거예요. 그때는 빼지 말고 그냥 한번 내가 주어진 일을 잘 해보자
7	병임	병인	1	라는 건가 싶었는데 그게 아니고 천간에 정신 병임이 있더라고요. 그래서 제가 그거 보고 싶어 가
7	병사	병자	1	여러분은 장군들 보면 장군들 보면 이렇게 막 병사들이 따르는 병사들이 많잖아요. 장군 장군들 중에
7	병마	병자	1	에 해로 무 끼기 때문에 헬스에 중인 삽화가 병마와 된다고 볼 수 있고 내 사주의 일찍 아 신 
7	변인	편인	1	서 데로 리신 중에 있어요 숨어 있어요 지금 변인이 편이니 그러면 올해는 임수 하늘까지 떠 쓰니
7	목격토	목극토	1	받을 수밖에 없다 왜 안 그래도 사주 원국에 목격토가 심한데 묘목이 드러나게 되면 나무의 왕이 드
7	명인	경인	1	래서 몇 퍼센트냐면 60% 였어요 거의 120명인 거죠 다들 먹고 살기 힘들다 라는 말이 트루
7	명료	명리	1	떤 어어 외부로 드러내는 나의 모습을 좀 더 명료하고 분명하게 해주는데 7월에이 신금이 글자는이 
7	도해	도화	1	와 있기 때문에 내가 밖에서 뭔가 하는 일을 도해 보시면 좋습니다. 첫 번째 개수관들의 운세 
7	도와달	도화살	2	필요 없는 거 같잖아요. 그러다 보니까 나도 도와달라고 하기가 어려운 거예요. 이 사람이 나한테 도
7	는지	년지	1	징 성격 언제 화가 들어오는지 그때 뭐 해야 는지 등등 자세하게 한번 말씀을 드렸습니다 거의 
7	년치	년지	1	요. 더보기 들어가셔서 캘린더. 그럼 이제 1년치 단력이 나오겠죠. 내가 그 남자분 또는 그 
7	기여	기유	1	거 쉽지 않단 말이에요. 근데 화 간여지동은 기여이 그걸 [음악] 해냅니다. 그리고 그게 틀린 
7	급수	금수	1	재가 부터다 그럼 정재가 임수가 되거든요 토 급수가 되죠 4 4주 안에 겁재가 신금이 다 그럼 
7	고사	계사	1	문서운이 이번 달부터란 말이죠. 그래서 중간 고사든 전문직 시험이든 뭐 공무원 시험이든 앞들고 
7	경리	명리	1	이제 자신의 가정을 꾸리고 요 아 근데 자가 경리가 필요하잖아요 그러니까 저희 집에 와서 지금 
7	갑은	갑인	1	냐? 제가 이모지로 이렇게 표현해 드릴게요. 갑은 큰 나무, 을은 꽃, 화초 정도로 얘기할 수
7	감여지동	간여지동	1	력이 슬슬 드러납니다. 특히 개는 수와 수로 감여지동, 수기운이 엄청 강하죠. 그래서 물밑자고, 
7	가축	계축	1	과 자수 그리고 2011년에 신충 년에 신금 가축도 라는게 내 삶의 어떡해 조금 되는 지는 사람
6	회살	해살	1	이띠, 말띠, 개띠야. 이 셋 띠는 9월에 6회살이 들어와서이 여섯 가지만 주의하면 커리어 하이
6	황토	화토	1	일어나는 걸 말씀드리는 겁니다. 그리고 이제 황토 뭐 진흙 어 뭐 예를 들면은 내가 진흙으로 
6	화초	화토	1	표현해 드릴게요. 갑은 큰 나무, 을은 꽃, 화초 정도로 얘기할 수 있고요. 병은 태양, 정은
6	화인성	무인성	2	는 거죠. 제가 쉽게 말씀드릴게요. 토일간이 화인성이 많다. 그럼 이게 십성적으로는 생각하는 에너
6	화신	희신	1	지 접어서 결국 이리로 올라선다 아주 의지의 화신이에요 자 그런데 약점이랄까 
6	혜수	계수	1	개 개 개 개 개미녀 네모 태어났으며 그리고 혜수 그렇게 있고 그리고 병 소재 이런 사주가 있
6	현관	편관	1	  현관에 두면 귀신을 부르는 물건 1 사이즈가 안 맞
6	학당기인	학당귀인	1	는 경우가 있으니까 방금 말씀드린 문창귀인, 학당기인 그리고 문곡기 있는 분들도 한번 요렇게 사용
6	테지	태지	1	걸 물론 지금도 되게 노력하시고 열심히 하실 테지만 내가 뭔가 이제 내 능력이 어떤 건지 좀 체
6	카주	사주	1	 좋은 시기라 볼 수도 있습니다. 두 번째는 카주 팔 돈이 좀 있으면서 잠이두수 명반에 재배궁
6	치신	기신	1	 수레바퀴를 가지고 사시는 분들 오행에 치우 치신 분들은 삶에서이 부분을 지날 때마다 너무 힘
6	추출	투출	1	 있습니다 세 번째 투간 추출하는 경우 투간 추출 왜냐하면 그냥 여러분들이 직관적으로 봤을 때
6	천상	천살	1	예인 급이 연예인 사주 아닌가요 이분은 이제 천상 연예인이죠 유튜브를 하거나 뭐 연예인을 하거
6	짜지	사지	1	들은 색으로 흐르 실 가능성도 높으신 거세요 짜지만 제가 앞서 말씀드렸다시피 좋고 나쁨은 없다 
6	짓지	지지	1	고 막상 실행력은 부족해서이를 끝까지 마무리 짓지 못하는 경우가 많아. 재물에 대한 욕심도 많
6	진통	진토	1	 경우에는 남성분과는 또 다르게 스스로 내가 진통을 겪으면서 어 출산한 아이이기 때문에 그 아이
6	지주	시주	1	 나 역시 그랬을 것이다 빨리 기대를 끝내고 지주는 해서 직장에 들어가야 하는 것 때문에 사주팔
6	조식	자식	1	 저도 모르게 말씀을 드려 버렸네요 4 근데 조식이 될겁니다 아 본론으로 다시 돌아오겠습니다 예
6	조수	조후	1	시리즈 이름이 자미 이수잖아요. 재밌는 자민 조수 얘기를 하는데 오늘도 사주팔자 얘기를 좀 많
6	정원	정인	1	되면 나무도 있고 물도 있고 바위도 있고 그 정원을 만들어 줄 수 있어요. 그래서 어 나 좀 채
6	자화	사화	1	만약에 여기에 회의 간이 화가 있으면 될까요 자화 갑이 것 이겠죠 그러면은 토가 흑사 금이 재
6	자루	자수	1	이 너무 익숙해지셔 가지고 아 무조건 이렇게 자루 된 것처럼 이렇게 보시거든요. 근데 동양 철
6	자구	자수	1	서 까지 오행의 개념 중에 근무 해당하는 글 자구요 이렇게 있는 진토 라는 글자는 노란색이 줘 
6	일질	일지	1	요. 그래서 저도 오늘 화계사를 보는 기준을 일질의 기준으로 말씀드린다라는 걸 한번 주지해 주시
6	인강	신강	1	반대로 쓰면 여러분들이 시간 날 때마다 뭔가 인강을 듣거나 공부를 하거나 뭔가 들음으로써 내가 
6	의신	희신	1	 될 거예요. 왜냐면은 그 무토리관 입장에서 의신 충는 상관견관이잖아요. 요거는 지난 영상에서
6	을의	을유	1	가 놓이게 되죠 이것은 뭘 알 수 있느냐 탄 을의 부엌 이라고 했잖아요 그러니까 이 부분은 식
6	월관	월간	1	러분들 조금 더 자세한 운세를 아시면 좋은데 월관 운세보다 조금 더 궁금한 내용이 있다. 일주
6	울지	월지	1	칼과 같은 성향을 잘 드러냅니다 박현주 님은 울지 않으셨을 것 같아요 사주가 금도 너무 많고요
6	요목	묘목	1	 알 수 있으니까 한번 확인해 봐. 첫 번째 요목. 요목은 보통 조용히 맡은 일을 하는 온순한
6	오행금	토생금	2	 만약에 직접적으로 오는 걸 막기 위해서라도 오행금이 좀 필요한데 그중에서 좀 예민한 글자인 신금
6	싸우자	배우자	2	뜬금없이 왜 자기 쳐다보냐고 막 그러면서 막 싸우자는 식으로 어 근데 제가 성격이 변화하고 세상을
6	심오	임오	1	 해석할 수도 있고이 경진이라는 글자는 엄청 심오하고 뭔가 시대를 바꾸는 트렌드, 남들이 범접 불
6	신하	신사	1	다고 합니다 본인의 권력을 다 쓰고 백성들과 신하들이 이를 갈았다고 하더라고요 그러면 24년도 을
